icsd,material_id,formula,space_group_number,curated,best,atomic,pass_sites,shells,doublet_kinds,chem_flag,lone_pair,jt_ions
601417,601417,La1 Rh2 Si2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
601614,601417,La1 Rh2 Si2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
601621,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
602015,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
602041,100706,Fe1 Ga2 S4,164,1,0,0,Fe1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
602345,23653,B2 Co2 Y1,139,1,0,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
602356,23336,Cu4 K1 S3,123,1,0,0,K1|S1,-,"p{x,y}|{xz,yz}",0,,
602358,23336,Cu4 K1 S3,123,1,0,0,K1|S1,-,"p{x,y}|{xz,yz}",0,,
603022,102423,Co1 Ga1,221,1,0,0,Co1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
603118,18007,Mn1 S1,225,1,0,0,Mn1|S1,-|3d,"e_g{z2,x2-y2}",0,,
603133,89980,Ga1 S8 V4,216,1,0,0,Ga1,-,"e_g{z2,x2-y2}",0,,
603788,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
603845,54245,La1 Ni5,191,1,1,0,La1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
603868,54422,Ni5 Y1,191,1,1,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
603880,601417,La1 Rh2 Si2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
604410,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
604416,26861,S2 Ti1,164,1,0,0,Ti1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
604623,601417,La1 Rh2 Si2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
605791,605791,Ag2 Sc1,139,1,0,0,Sc1,3d,"p{x,y}|{xz,yz}",0,,
605793,605791,Ag2 Sc1,139,1,0,0,Sc1,3d,"p{x,y}|{xz,yz}",0,,
606532,57596,Al1 Co1,221,1,0,0,Al1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
606533,57596,Al1 Co1,221,1,0,0,Al1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
606535,57596,Al1 Co1,221,1,0,0,Al1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
606590,57611,Al1 Co2 Hf1,225,1,0,0,Al1|Hf1,-|5d,"e_g{z2,x2-y2}",0,,
606611,57618,Al1 Co2 Mn1,225,1,0,0,Al1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
606614,57618,Al1 Co2 Mn1,225,1,0,0,Al1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
606622,57620,Al1 Co2 Nb1,225,1,0,0,Al1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
606667,57634,Al1 Co2 Ta1,225,1,0,0,Al1|Ta1,-|5d,"e_g{z2,x2-y2}",0,,
606679,185966,Al1 Co2 Ti1,225,1,1,0,Al1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
606680,185966,Al1 Co2 Ti1,225,1,1,0,Al1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
606682,185966,Al1 Co2 Ti1,225,1,1,0,Al1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
606685,185966,Al1 Co2 Ti1,225,1,1,0,Al1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
606704,57643,Al1 Co2 V1,225,1,0,0,Al1|V1,-|3d,"e_g{z2,x2-y2}",0,,
606705,57643,Al1 Co2 V1,225,1,0,0,Al1|V1,-|3d,"e_g{z2,x2-y2}",0,,
606733,57648,Al1 Co2 Zr1,225,1,0,0,Al1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
606737,57648,Al1 Co2 Zr1,225,1,0,0,Al1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
606738,57648,Al1 Co2 Zr1,225,1,0,0,Al1|Zr1,-|4d,"e_g{z2,x2-y2}",0,,
607481,55601,Al1 Fe1,221,1,0,0,Al1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
607482,57793,Al1 Fe3,225,1,1,0,Al1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
607484,57793,Al1 Fe3,225,1,1,0,Al1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
607485,57793,Al1 Fe3,225,1,1,0,Al1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
607487,55601,Al1 Fe1,221,1,0,0,Al1|Fe1,-|3d,"e_g{z2,x2-y2}",0,,
607535,607535,Al8 Fe4 Hf1,139,1,1,0,Hf1,5d,"p{x,y}|{xz,yz}",0,,
607619,607619,Al2 Fe1 S4,160,1,0,0,Fe1|Al1|Al2|S1|S2|S3|S4,-|3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
607626,240138,Al8 Fe4 Sc1,139,1,0,0,Sc1,3d,"p{x,y}|{xz,yz}",0,,
607728,57842,Al8 Fe4 Y1,139,1,1,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
607735,57842,Al8 Fe4 Y1,139,1,1,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
607756,607756,Al8 Fe4 Zr1,139,1,1,0,Zr1,4d,"p{x,y}|{xz,yz}",0,,
608456,57969,Al1 Mn1,123,1,0,0,Al1|Mn1,-|3d,"p{x,y}|{xz,yz}",0,,
608658,58015,Al3 Nb1,139,1,0,0,Al1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
608663,58015,Al3 Nb1,139,1,0,0,Al1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
608670,58015,Al3 Nb1,139,1,0,0,Al1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
608672,58015,Al3 Nb1,139,1,0,0,Al1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
608682,58015,Al3 Nb1,139,1,0,0,Al1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
608686,58015,Al3 Nb1,139,1,0,0,Al1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
608690,58015,Al3 Nb1,139,1,0,0,Al1|Nb1,-|4d,"p{x,y}|{xz,yz}",0,,
608781,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
608782,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
608790,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
608797,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
608799,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
608811,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
608814,58038,Al1 Ni3,221,1,1,0,Al1,-,"e_g{z2,x2-y2}",0,,
608967,58080,Al1 Ni1 Zr1,189,1,0,0,Ni2,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
608978,58080,Al1 Ni1 Zr1,189,1,0,0,Ni2,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
609613,58201,Al3 V1,139,1,1,0,Al1|V1,-|3d,"p{x,y}|{xz,yz}",0,,
609617,58201,Al3 V1,139,1,1,0,Al1|V1,-|3d,"p{x,y}|{xz,yz}",0,,
609899,609899,As2 Ca1 Co2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
609906,41792,As2 Ca1 Mn2,164,1,0,0,Ca1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
609965,609965,As1 Cd1 Li1,216,1,0,0,As1|Cd1|Li1,-|4d,"e_g{z2,x2-y2}",0,,
609966,609965,As1 Cd1 Li1,216,1,0,0,Li1|Cd1|As1,-|4d,"e_g{z2,x2-y2}",0,,
610073,610073,As2 Co2 La1,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
610275,610275,As1 Cr1 Ti1,189,1,0,0,As2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
610530,610530,As1 Fe1 Ti1,189,1,0,0,As2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
611956,611956,Au2 Hf1,139,1,0,0,Hf1,5d,"p{x,y}|{xz,yz}",0,,
612166,52673,Au1 Mn1 Sb1,216,1,0,0,Au1|Mn1|Sb1,-|3d|5d,"e_g{z2,x2-y2}",1,Sb,
612167,52673,Au1 Mn1 Sb1,216,1,0,0,Au1|Mn1|Sb1,-|3d|5d,"e_g{z2,x2-y2}",1,Sb,
612171,52673,Au1 Mn1 Sb1,216,1,0,0,Au1|Mn1|Sb1,-|3d|5d,"e_g{z2,x2-y2}",1,Sb,
612227,612227,Au1 Ni4 Sc1,216,1,1,0,Sc1|Au1,3d|5d,"e_g{z2,x2-y2}",0,,
612233,612233,Au1 Ni4 Y1,216,1,1,0,Y1|Au1,4d|5d,"e_g{z2,x2-y2}",0,,
612460,612460,Au4 V1,87,1,0,0,V1,3d,"p{x,y}|{xz,yz}",0,,
612562,612562,C3 B12,166,1,0,0,C1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
613135,41787,B2 Co2 La1,139,1,1,0,La1,-,"p{x,y}|{xz,yz}",0,,
613409,23653,B2 Co2 Y1,139,1,0,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
613423,23653,B2 Co2 Y1,139,1,0,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
614046,614046,B1 Fe1 Nb1,189,1,0,0,B2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
614205,614205,B1 Fe1 Ta1,189,1,0,0,B2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
615341,44568,B1 Rh3 Y1,221,1,1,0,Y1|B1,-|4d,"e_g{z2,x2-y2}",0,,
615792,56160,C2 Ba1,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
615794,56160,C2 Ba1,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
615832,89575,Ba1 Cu2 S2,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
615834,89575,Ba1 Cu2 S2,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
615837,89575,Ba1 Cu2 S2,139,1,0,0,Ba1,-,"p{x,y}|{xz,yz}",0,,
616030,58672,Ba1 Pd5,191,1,1,0,Ba1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
616204,58693,Be1 Co1,221,1,0,0,Be1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
616206,58693,Be1 Co1,221,1,0,0,Be1|Co1,-|3d,"e_g{z2,x2-y2}",0,,
616267,616267,Be5 Fe1,216,1,0,0,Fe1|Be1,-|3d,"e_g{z2,x2-y2}",0,,
616363,58726,Be1 Ni1,221,1,0,0,Be1|Ni1,-|3d,"e_g{z2,x2-y2}",0,,
616367,58726,Be1 Ni1,221,1,0,0,Be1|Ni1,-|3d,"e_g{z2,x2-y2}",0,,
617912,23586,C1 Ga1 Mn3,221,1,0,0,C1|Ga1,-,"e_g{z2,x2-y2}",0,,
617913,23586,C1 Ga1 Mn3,221,1,0,0,C1|Ga1,-,"e_g{z2,x2-y2}",0,,
617914,23586,C1 Ga1 Mn3,221,1,0,0,C1|Ga1,-,"e_g{z2,x2-y2}",0,,
618271,77153,C1 Mn3 Sn1,221,1,0,0,C1|Sn1,-,"e_g{z2,x2-y2}",1,Sn,
618272,77153,C1 Mn3 Sn1,221,1,0,0,C1|Sn1,-,"e_g{z2,x2-y2}",1,Sn,
618284,77154,C1 Mn3 Zn1,221,1,0,0,C1|Zn1,-|3d,"e_g{z2,x2-y2}",0,,
619188,58874,Ca1 Cd1,221,1,0,0,Ca1|Cd1,-|4d,"e_g{z2,x2-y2}",0,,
619210,10462,Ca1 Co2 P2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
619438,54474,Ca1 Ni5,191,1,1,0,Ca1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
619442,54474,Ca1 Ni5,191,1,1,0,Ca1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
619446,54474,Ca1 Ni5,191,1,1,0,Ca1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
619447,54474,Ca1 Ni5,191,1,1,0,Ca1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
619449,54474,Ca1 Ni5,191,1,1,0,Ca1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
619452,54474,Ca1 Ni5,191,1,1,0,Ca1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
619462,20275,Ca1 O2,139,1,0,0,Ca1,-,"p{x,y}|{xz,yz}",0,,
620293,102052,Cd1 Pt1,123,1,0,0,Cd1|Pt1,4d|5d,"p{x,y}|{xz,yz}",0,,
620295,102052,Cd1 Pt1,123,1,0,0,Cd1|Pt1,4d|5d,"p{x,y}|{xz,yz}",0,,
620296,102052,Cd1 Pt1,123,1,0,0,Cd1|Pt1,4d|5d,"p{x,y}|{xz,yz}",0,,
620407,102061,Cd1 Sc1,221,1,0,0,Cd1|Sc1,3d|4d,"e_g{z2,x2-y2}",0,,
622529,622529,Co2 Cs1 S2,139,1,0,0,Cs1,-,"p{x,y}|{xz,yz}",0,,
622533,622533,Co2 Cs1 Se2,139,1,0,0,Cs1,-,"p{x,y}|{xz,yz}",0,,
622884,56273,Co1 Fe1,221,1,0,0,Co1|Fe1,3d,"e_g{z2,x2-y2}",0,,
622905,185936,Co2 Fe1 Ge1,225,1,0,0,Fe1|Ge1,-|3d,"e_g{z2,x2-y2}",0,,
622985,52958,Co2 Fe1 Si1,225,1,0,0,Fe1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
623049,102423,Co1 Ga1,221,1,0,0,Co1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
623050,102423,Co1 Ga1,221,1,0,0,Co1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
623053,102423,Co1 Ga1,221,1,0,0,Co1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
623057,102423,Co1 Ga1,221,1,0,0,Co1|Ga1,-|3d,"e_g{z2,x2-y2}",0,,
623080,102433,Co2 Ga1 Hf1,225,1,1,0,Ga1|Hf1,-|5d,"e_g{z2,x2-y2}",0,,
623116,102438,Co2 Ga1 Mn1,225,1,0,0,Ga1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
623118,102438,Co2 Ga1 Mn1,225,1,0,0,Ga1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
623121,102438,Co2 Ga1 Mn1,225,1,0,0,Ga1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
623126,102441,Co2 Ga1 Nb1,225,1,0,0,Ga1|Nb1,-|4d,"e_g{z2,x2-y2}",0,,
623206,102453,Co2 Ga1 Ti1,225,1,0,0,Ga1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
623207,102453,Co2 Ga1 Ti1,225,1,0,0,Ga1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
623209,102453,Co2 Ga1 Ti1,225,1,0,0,Ga1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
623211,102453,Co2 Ga1 Ti1,225,1,0,0,Ga1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
623228,102456,Co2 Ga1 V1,225,1,0,0,Ga1|V1,-|3d,"e_g{z2,x2-y2}",0,,
623230,102456,Co2 Ga1 V1,225,1,0,0,Ga1|V1,-|3d,"e_g{z2,x2-y2}",0,,
623460,81750,Co2 Ge2 La1,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
623489,52971,Co2 Ge1 Mn1,225,1,0,0,Ge1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
623490,52971,Co2 Ge1 Mn1,225,1,0,0,Ge1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
623496,52971,Co2 Ge1 Mn1,225,1,0,0,Ge1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
623633,169468,Co2 Ge1 Ti1,225,1,1,0,Ge1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
623637,169468,Co2 Ge1 Ti1,225,1,1,0,Ge1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
623662,81748,Co2 Ge2 Y1,139,1,0,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
623806,102483,Co2 Hf1 Sn1,225,1,1,0,Hf1|Sn1,-|5d,"e_g{z2,x2-y2}",1,Sn,
623956,623956,Co2 K1 S2,139,1,1,0,K1,-,"p{x,y}|{xz,yz}",0,,
623961,67370,Co2 K1 Se2,139,1,0,0,K1,-,"p{x,y}|{xz,yz}",0,,
624010,87581,Co2 La1 P2,139,1,0,0,La1,-,"p{x,y}|{xz,yz}",0,,
624126,53001,Co1 Mn1 Sb1,216,1,1,0,Co1|Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
624129,53002,Co2 Mn1 Sb1,225,1,0,0,Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
624133,53001,Co1 Mn1 Sb1,216,1,1,0,Co1|Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
624141,53007,Co2 Mn1 Si1,225,1,0,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
624143,53007,Co2 Mn1 Si1,225,1,0,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
624144,53007,Co2 Mn1 Si1,225,1,0,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
624157,53007,Co2 Mn1 Si1,225,1,0,0,Mn1|Si1,-|3d,"e_g{z2,x2-y2}",0,,
624165,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
624166,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
624169,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
624171,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
624172,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
624173,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
624177,102531,Co2 Mn1 Sn1,225,1,0,0,Mn1|Sn1,-|3d,"e_g{z2,x2-y2}",1,Sn,
624326,102554,Co2 Nb1 Sn1,225,1,0,0,Nb1|Sn1,-|4d,"e_g{z2,x2-y2}",1,Sn,
624333,102554,Co2 Nb1 Sn1,225,1,0,0,Nb1|Sn1,-|4d,"e_g{z2,x2-y2}",1,Sn,
624575,9865,Co1 O1,225,1,0,0,Co1|O1,-|3d,"e_g{z2,x2-y2}",0,,
624580,9865,Co1 O1,225,1,0,0,Co1|O1,-|3d,"e_g{z2,x2-y2}",0,,
624795,624795,Co2 Rb1 S2,139,1,0,0,Rb1,-,"p{x,y}|{xz,yz}",0,,
624798,624798,Co2 Rb1 Se2,139,1,0,0,Rb1,-,"p{x,y}|{xz,yz}",0,,
624834,23929,Co9 S8,225,1,0,0,Co1,3d,"e_g{z2,x2-y2}",0,,
624867,5435,Co3 S2 Sn2,166,1,1,0,Sn1|Sn2,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
624879,100438,Co2 S2 Tl1,139,1,0,0,Tl1,-,"p{x,y}|{xz,yz}",1,Tl,
624925,53071,Co1 Sb1 V1,216,1,0,0,Co1|Sb1|V1,-|3d,"e_g{z2,x2-y2}",1,Sb,
624932,102642,Co1 Sc1,221,1,0,0,Sc1|Co1,3d,"e_g{z2,x2-y2}",0,,
624957,624957,Co2 Sc1 Si2,139,1,0,0,Sc1,3d,"p{x,y}|{xz,yz}",0,,
624959,624957,Co2 Sc1 Si2,139,1,0,0,Sc1,3d,"p{x,y}|{xz,yz}",0,,
625007,67362,Co2 Se2 Tl1,139,1,0,0,Tl1,-,"p{x,y}|{xz,yz}",1,Tl,
625083,53080,Co2 Si1 Ti1,225,1,1,0,Si1|Ti1,-|3d,"e_g{z2,x2-y2}",0,,
625128,53088,Co2 Si2 Y1,139,1,0,0,Y1,4d,"p{x,y}|{xz,yz}",0,,
625264,55564,Co1 Sn1,191,1,0,0,Sn1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",1,Sn,
625282,102682,Co2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
625285,102682,Co2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
625286,102682,Co2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
625289,102682,Co2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
625291,102682,Co2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
625292,102682,Co2 Sn1 Ti1,225,1,1,0,Sn1|Ti1,-|3d,"e_g{z2,x2-y2}",1,Sn,
625303,102684,Co2 Sn1 V1,225,1,0,0,Sn1|V1,-|3d,"e_g{z2,x2-y2}",1,Sn,
625306,102684,Co2 Sn1 V1,225,1,0,0,Sn1|V1,-|3d,"e_g{z2,x2-y2}",1,Sn,
625312,102687,Co2 Sn1 Zr1,225,1,1,0,Sn1|Zr1,-|4d,"e_g{z2,x2-y2}",1,Sn,
625314,102687,Co2 Sn1 Zr1,225,1,1,0,Sn1|Zr1,-|4d,"e_g{z2,x2-y2}",1,Sn,
625318,102687,Co2 Sn1 Zr1,225,1,1,0,Sn1|Zr1,-|4d,"e_g{z2,x2-y2}",1,Sn,
625462,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
625468,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
625473,102705,Co1 Ti1,221,1,0,0,Co1|Ti1,3d,"e_g{z2,x2-y2}",0,,
625477,102705,Co1 Ti1,221,1,0,0,Co1|Ti1,3d,"e_g{z2,x2-y2}",0,,
625481,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
625484,97992,Co3 Ti1,221,1,0,0,Ti1,3d,"e_g{z2,x2-y2}",0,,
625488,102705,Co1 Ti1,221,1,0,0,Co1|Ti1,3d,"e_g{z2,x2-y2}",0,,
625573,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625577,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625579,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625587,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625591,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625597,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625603,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625616,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625623,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625630,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625634,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625642,102731,Co5 Y1,191,1,0,0,Y1,4d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
625667,102737,Co1 Zr1,221,1,0,0,Co1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
625675,102737,Co1 Zr1,221,1,0,0,Co1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
625704,102737,Co1 Zr1,221,1,0,0,Co1|Zr1,3d|4d,"e_g{z2,x2-y2}",0,,
626107,626107,Cr6 Ge6 Sc1,191,1,0,0,Sc1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
626718,626718,Cr1 Se2,164,1,0,0,Cr1,3d,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
627060,38247,Cs1 O2,139,1,0,0,Cs1,-,"p{x,y}|{xz,yz}",0,,
627062,38247,Cs1 O2,139,1,0,0,Cs1,-,"p{x,y}|{xz,yz}",0,,
628019,102996,Cu2 In1 Mn1,225,1,1,0,In1|Mn1,-|3d,"e_g{z2,x2-y2}",0,,
628385,42978,Cu1 Mn1 Sb1,216,1,0,0,Cu1|Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
628386,42978,Cu1 Mn1 Sb1,216,1,0,0,Cu1|Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
628393,42978,Cu1 Mn1 Sb1,216,1,0,0,Cu1|Mn1|Sb1,-|3d,"e_g{z2,x2-y2}",1,Sb,
629380,103132,Cu3 Ti2,139,1,0,0,Cu1,3d,"p{x,y}|{xz,yz}",0,,
629398,103132,Cu3 Ti2,139,1,0,0,Cu1,3d,"p{x,y}|{xz,yz}",0,,
629426,103142,Cu1 Y1,221,1,0,0,Cu1|Y1,3d|4d,"e_g{z2,x2-y2}",0,,
629433,103142,Cu1 Y1,221,1,0,0,Cu1|Y1,3d|4d,"e_g{z2,x2-y2}",0,,
629435,103142,Cu1 Y1,221,1,0,0,Cu1|Y1,3d|4d,"e_g{z2,x2-y2}",0,,
631721,60441,K2 Te1,225,1,1,0,Te1,-,"e_g{z2,x2-y2}",1,Te,
631850,103473,Fe2 Ga1 V1,225,1,1,0,Ga1|V1,-|3d,"e_g{z2,x2-y2}",0,,
631998,53459,Fe1 Ge1,191,1,0,0,Ge1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
632006,53459,Fe1 Ge1,191,1,0,0,Ge1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
632016,53459,Fe1 Ge1,191,1,0,0,Ge1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
632022,53459,Fe1 Ge1,191,1,0,0,Ge1,-,"p{x,y}|{xy,x2-y2}|{xz,yz}",0,,
632211,632211,H6 Fe1 Sr2,225,1,0,0,Fe1,3d,"e_g{z2,x2-y2}",0,,
633029,27856,Fe1 O1,225,1,0,0,Fe1|O1,-|3d,"e_g{z2,x2-y2}",0,,
633036,27856,Fe1 O1,225,1,0,0,Fe1|O1,-|3d,"e_g{z2,x2-y2}",0,,
633038,27856,Fe1 O1,225,1,0,0,Fe1|O1,-|3d,"e_g{z2,x2-y2}",0,,
633132,103582,Fe1 Pd3,221,1,0,0,Fe1,3d,"e_g{z2,x2-y2}",0,,
633134,103582,Fe1 Pd3,221,1,0,0,Fe1,3d,"e_g{z2,x2-y2}",0,,
633135,103582,Fe1 Pd3,221,1,0,0,Fe1,3d,"e_g{z2,x2-y2}",0,,
633140,103582,Fe1 Pd3,221,1,0,0,Fe1,3d,"e_g{z2,x2-y2}",0,,
