num,formula,space_group_symbol,space_group_number,topology_at_Ef,is_top_candidate,best_figure,best_figure_number,sublattices,magnetic,superconductor,high_quality,n_icsd,icsd_ids,icsd_extra_sublattice_labels
1117,Ba(Al2Si2O8),P3̄,147,Triv.,no,,,,NM,,HQ,2,191252 188056,"191252(b,s)"
1118,CsFe(MoO4)2,P3̄,147,SM,yes,Fig. 38,38,"b,s",FM,,,1,191592,
1119,CsFe(SO4)2,P3̄,147,SM,no,,,b,AFM,,,1,245667,
1120,RbAg2Fe(VO4)2,P3̄,147,SM,yes,Fig. 38,38,"b,s",AFM,,HQ,2,194588 194589,
1121,Na2BaMgP2O8,P3̄,147,Triv.,no,,,b,NM,,HQ,1,262716,
1122,Zn(ReO4)2,P3̄,147,Triv.,yes,Fig. 38,38,"b,s",NM,,,1,51017,
1123,Li14Cr2N8O,P3̄,147,Triv.,no,,,b,NM,,HQ,2,66098 151435,
1124,Li14(PON3)2O,P3̄,147,Triv.,no,,,,NM,,HQ,1,428737,
1125,Na2(SO3),P3̄,147,Triv.,no,,,,,,,2,4432 31816,
1126,Mn(TiO3),R3̄,148,TI,yes,Fig. 38,38,b,AFM,,HQ,3,60006 171579 184649,
1127,NiPbF6,R3̄,148,Triv.,no,,,"b,s",FM,,,1,15108,
1128,LiMgAlF6,P321,150,Triv.,no,,,b,NM,,,1,5007,
1129,AlF3,P321,150,Triv.,no,,,"k∗,b,s",NM,,,1,29131,
1130,Sr3(NbGa3Si2O14),P321,150,Triv.,no,,,"b,s",NM,,,1,181650,
1131,Pb3Ga2Ge4O14,P321,150,Triv.,yes,Fig. 38,38,"b,s",NM,,HQ,1,250123,
1132,Ba3Ga2Ge4O14,P321,150,Triv.,no,,,"b,s",NM,,HQ,1,250124,
1133,Sr3Zn3TeP2O14,P321,150,Triv.,no,,,b,NM,,,1,252309,
1134,Ba3Zn3TeP2O14,P321,150,Triv.,no,,,b,NM,,,10,252310 27745 29122 31048 67117 67121 40009 67122 67123 67124,"27745(b,s) 29122(b,s) 31048(b,s) 67117(b,s) 67121(b,s) 67122(b,s) 67123(b,s) 67124(b,s)"
1135,SiO2,P3121,152,Triv.,no,,,,NM,,HQ,27,67125 67126 74529 79634 79635 79636 79637 89658 89659 89660 89661 90145 93974 153453 153454 154289 200721 200722 200723 200724 200725 200726 200727 200728 200729 201352 201353,"67125(b,s) 67126(b,s) 74529(b,s) 79634(b,s) 79635(b,s) 79636(b,s) 79637(b,s) 89658(b,s) 89659(b,s) 89660(b,s) 89661(b,s) 90145(b,s) 93974(b,s) 153453(b,s) 153454(b,s) 154289(b,s) 200721(b,s) 200722(b,s) 200723(b,s) 200724(b,s) 200725(b,s) 200726(b,s) 200727(b,s) 200728(b,s) 200729(b,s) 201352(b,s) 201353(b,s)"
1136,GeO2,P3121,152,Triv.,no,,,"b,s",NM,,,34,201354 247141 670929 53869 53870 59624 59625 59626 59627 59628 59629 59630 59631 59632 59633 59634 59635 59636 59637 59639 79638 79639 79640 79641 79642 79643 79644 200730 200731 200732 200733 200734 200735 200736,"201354(b,s) 247141(b,s)"
1137,Tl(NO2),P3121,152,Triv.,no,,,,NM,,,2,50325 50326,
1138,KBe2(BO3)F2,R32,155,Triv.,no,,,,NM,,HQ,2,77277 155156,
1139,CsBe2BO3F2,R32,155,Triv.,no,,,,NM,,HQ,2,247622 260440,
1140,Na2Ca3Ta2O9,R32,155,Triv.,no,,,b,NM,,HQ,1,280154,
1141,YAl3(BO3)4,R32,155,Triv.,no,,,b,NM,,HQ,4,20223 91962 187082 674788,
1142,NaK(BH4)2,P3m1,156,Triv.,no,,,,NM,,,1,163376,
1143,NiO(OH),P3m1,156,SM,no,,,b,FM,,,1,169980,
1144,LiInMo3O8,P3m1,156,Triv.,no,,,b,NM,,,1,30579,
1145,Cs3(As5O9),P31m,157,Triv.,no,,,"b,s",NM,,HQ,1,413151,
1146,K3(V5O14),P31m,157,Triv.,no,,,"b,s",NM,,HQ,2,24068 248227,
1147,Rb3(V5O14),P31m,157,Triv.,no,,,"b,s",NM,,HQ,2,248228 420851,
1148,Mg3(Si2O5)(OH)4,P31m,157,Triv.,no,,,"b,s",NM,,HQ,11,17046 67332 67333 75933 75934 87436 87438 163889 163890 202358 245887,87438(k) 202358(k) 245887(k)
1149,Si3N4,P31c,159,Triv.,no,,,,NM,,,12,26191 34096 16752 35560 35561 35562 35563 35564 35565 77811 79797 90146,26191(b) 34096(b) 35560(b) 35561(b) 35562(b) 35563(b) 35564(b) 35565(b) 77811(b) 79797(b) 90146(b)
1150,Rb2(TeW3O12),P31c,159,Triv.,no,,,"k∗,b",NM,,,4,92156 239369 644683 97507,92156(b) 239369(b) 644683(b)
1151,Tl2(MoO3)3(SeO3),P31c,159,Triv.,no,,,"k∗,b,s",NM,,,1,167531,
1152,KAl(SiO4),P31c,159,Triv.,no,,,"b,s",NM,,HQ,1,83449,
1153,Si3N4,P31c,159,SM,no,,,b,FM,,,2,159207 187735,
1154,K3MnO4CrO4,R3m,160,Triv.,no,,,"k∗,b",NM,,HQ,1,26803,
1155,Cd(CN2),R3m,160,Triv.,no,,,,,,HQ,1,95265,
1156,Bi2O3,R3m,160,Triv.,no,,,"b,s",NM,,,1,168810,
1157,C3N4,R3m,160,Triv.,no,,,"k∗,b",NM,,,4,246660 673898 674277 674292,
1158,CrO(OH),R3m,160,SM,no,,,,AFM,,HQ,3,1372 64754 88574,
1159,NaVS2,R3m,160,Triv.,no,,,b,FM,,,1,644994,
1160,FeAl2S4,R3m,160,Triv.,no,,,b,,,,1,607619,
1161,Y(HCOO)3,R3m,160,Triv.,no,,,,NM,,,1,109739,
1162,K2Na(Ag(CN)2)3,P3̄1m,162,Triv.,yes,Fig. 38,38,"k,b",NM,,HQ,1,65699,
1163,SiO2,P3̄1m,162,TI,no,,,"k∗,b,s",NM,,,1,170552,
1164,Hg2(As2O6),P3̄1m,162,Triv.,no,,,"b,s",,,HQ,1,411230,
1165,Ag3(Co(CN)6),P3̄1m,162,Triv.,no,,,"k,b",NM,,,2,16959 28501,
1166,Ag3(Fe(CN)6),P3̄1m,162,SM,no,,,"k,b",FM,,,2,173552 173553,
1167,Cd(Sb2O6),P3̄1m,162,Triv.,yes,Fig. 38,38,b,NM,,HQ,1,71028,
1168,Ca(Sb2O6),P3̄1m,162,Triv.,no,,,"b,s",NM,,HQ,1,74539,
1169,Sr(Sb2O6),P3̄1m,162,Triv.,no,,,"b,s",NM,,HQ,1,74540,
1170,Co(AsO3)2,P3̄1m,162,SM,no,,,b,AFM,,HQ,1,80350,
1171,SrRu2O6,P3̄1m,162,Triv.,no,,,"b,s",AFM,,HQ,1,248351,
1172,Cd(As2O6),P3̄1m,162,Triv.,no,,,"b,s",NM,,HQ,1,280576,
1173,K(Ag(CN)2),P3̄1c,163,Triv.,yes,Fig. 38,38,"k∗,b",NM,,,1,30275,
1174,SiO2,P3̄1c,163,SM,no,,,,NM,,,1,170495,
1175,CdZn2KB2O6F,P3̄1c,163,Triv.,no,,,b,NM,,HQ,1,248025,
1176,(Ag3(H2O)3)(K(CN)2)3,P3̄1c,163,Triv.,no,,,k∗,,,,1,248371,
1177,Na2Al2(B2O7),P3̄1c,163,Triv.,no,,,b,NM,,HQ,5,93389 237154 237155 237156 237157,93389(s)
1178,Ti3O,P3̄1c,163,SM,yes,Fig. 39,39,"b,s",,,,2,20041 24082,
1179,Cu3Zn(OH)6Cl2,P3̄m1,164,SM,no,,,"k,b",,,HQ,1,162099,
1180,Ba2(BO3)Br,P3̄m1,164,Triv.,no,,,,,,HQ,1,190941,
1181,Cu3MgCl2(OH)6,P3̄m1,164,SM,no,,,"k,b",,,HQ,1,240663,
1182,POF3,P3̄m1,164,Triv.,yes,Fig. 39,39,,,,HQ,1,250498,
1183,Zn(B(CN)4)2,P3̄m1,164,Triv.,no,,,b,NM,,HQ,1,415547,
1184,Ba3MnNb2O9,P3̄m1,164,SM,no,,,"k,b,s",AFM,,HQ,2,171479 239731,
1185,Sr3MgTa2O9,P3̄m1,164,Triv.,no,,,"k,b,s",NM,,,1,194992,
1186,Ba6IrNb2O12Cl2,P3̄m1,164,SM,no,,,"k∗,b,s",FM,,HQ,1,40693,
1187,Ba5(Nb4O15),P3̄m1,164,Triv.,no,,,"k,b,s",NM,,HQ,3,95192 157477 674451,
1188,Mn(OH)2,P3̄m1,164,SM,no,,,,AFM,,,1,23591,
1189,ReTi2,P3̄m1,164,SM,no,,,,NM,,,1,168953,
1190,TiS2,P3̄m1,164,Triv.,no,,,b,NM,SC∗,,18,26861 41663 52195 91579 174489 181500 601182 601315 603788 604416 651178 651186 651201 651203 651207 651212 651214 651217,
1191,MnI2,P3̄m1,164,SM,no,,,b,FM,,,1,33673,
1192,MnBr2,P3̄m1,164,SM,no,,,b,FM,,,1,60250,
1193,NbS2,P3̄m1,164,SM,no,,,b,NM,,,2,237032 250594,
1194,CrSe2,P3̄m1,164,TI,no,,,b,FM,,,1,626718,
1195,Cs(Cu3O2),P3̄m1,164,Triv.,no,,,"k,b,s",NM,,HQ,1,413342,
1196,Fe2Si,P3̄m1,164,TI,no,,,,FM,,,1,161133,
1197,FeGa2S4,P3̄m1,164,Triv.,no,,,b,FM,,HQ,2,100706 602041,
1198,K2RhF6,P3̄m1,164,SM,no,,,k∗,FM,,,1,28779,
1199,Rb2(RhF6),P3̄m1,164,SM,no,,,k∗,FM,,,1,28780,
1200,Tl2(SnF6),P3̄m1,164,Triv.,no,,,k∗,NM,,HQ,1,410801,
1201,NaTl3(SO3)2,P3̄m1,164,Triv.,no,,,,NM,,HQ,1,1626,
1202,Tl2(WO4),P3̄m1,164,Triv.,no,,,"k∗,b",NM,,HQ,1,8212,
1203,Na2(SO4),P3̄m1,164,SM,yes,Fig. 39,39,,FM,,,1,27955,
1204,KNa(SO4),P3̄m1,164,Triv.,no,,,,NM,,,1,77343,
1205,K3V(VO4)2,P3̄m1,164,Triv.,no,,,"k∗,b,s",AFM,,HQ,1,100782,
1206,Ca2(GeO4),P3̄m1,164,Triv.,yes,Fig. 39,39,"k∗,b",NM,,,1,182051,
1207,Ca2(SiO4),P3̄m1,164,Triv.,yes,Fig. 39,39,"k∗,b",NM,,,1,182052,
1208,Tl2(MoO4),P3̄m1,164,Triv.,no,,,,NM,,HQ,1,280056,
1209,RbIn(WO4)2,P3̄m1,164,Triv.,yes,Fig. 40,40,"k∗,b",NM,,,1,24859,
1210,KAl(MoO4)2,P3̄m1,164,Triv.,no,,,"k∗,b,s",NM,,HQ,1,28018,
1211,KSc(MoO4)2,P3̄m1,164,Triv.,no,,,"k∗,b,s",NM,,HQ,1,28019,
1212,KFe(MoO4)2,P3̄m1,164,SM,yes,Fig. 39,39,"k∗,b,s",AFM,,HQ,1,153864,
1213,BaZr(PO4)2,P3̄m1,164,Triv.,no,,,"k∗,b",NM,,HQ,1,173842,
1214,CsV(MoO4)2,P3̄m1,164,Triv.,no,,,"k∗,b,s",AFM,,HQ,1,202907,
1215,RbFe(MoO4)2,P3̄m1,164,SM,yes,Fig. 39,39,"k∗,b,s",FM,,,2,245665 250409,
1216,CsFe(MoO4)2,P3̄m1,164,SM,yes,Fig. 39,39,"k∗,b,s",FM,,HQ,1,260887,
1217,Li2MnO2,P3̄m1,164,SM,no,,,,FM,,HQ,1,37327,
1218,CaMn2As2,P3̄m1,164,TI,no,,,,FM,,HQ,2,41792 609906,
1219,CaMn2P2,P3̄m1,164,TI,no,,,,FM,,HQ,1,49017,
1220,SrMn2P2,P3̄m1,164,TI,no,,,,FM,,HQ,3,49019 77669 77670,
1221,LiCrS2,P3̄m1,164,SM,no,,,,FM,,,1,150674,
1222,LiTiS2,P3̄m1,164,SM,no,,,,FM,,HQ,2,200709 642322,
1223,LiCrSe2,P3̄m1,164,SM,no,,,,,,,1,252879,
1224,Rb2PdC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,3,94394 421493 421494,
1225,Rb2PtC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,1,94395,
1226,Cs2PdC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,1,94396,
1227,Cs2PtC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,1,94397,
1228,K2PdC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,2,421489 421490,
1229,K2PtC2,P3̄m1,164,Triv.,no,,,,NM,,HQ,2,421491 421492,
1230,Pd3(PS4)2,P3̄m1,164,Triv.,no,,,"k,b",NM,,,2,16296 35361,
1231,Rb2(Sb2Al2O7),P3̄m1,164,Triv.,no,,,"k∗,b,s",NM,,HQ,1,154360,
1232,NaFe2O3,P3̄m1,164,SM,no,,,,FM,,,2,200009 424349,
1233,Cs2Mn(TeS3)2,P3̄c1,165,SM,no,,,"b,s",FM,,HQ,1,165378,
1234,KFe(MoO4)2,P3̄c1,165,SM,no,,,"b,s",AFM,,HQ,1,28020,
1235,K5CuSb2,R3̄m,166,Triv.,no,,,b,NM,,HQ,1,32032,
1236,K2Pt3PtS6,R3̄m,166,Triv.,yes,Fig. 40,40,"k∗,b",NM,,,1,40062,
1237,Li4NCl,R3̄m,166,Triv.,no,,,,NM,,HQ,1,84649,
1238,Li5NCl2,R3̄m,166,Triv.,no,,,,NM,,HQ,1,84763,
1239,C60,R3̄m,166,Triv.,no,,,,NM,,,1,95370,
1240,KPd2O3,R3̄m,166,Triv.,no,,,b,NM,,HQ,1,248051,
1241,K2Hf3OF12,R3̄m,166,Triv.,no,,,,,,,1,251076,
1242,ScAlOC,R3̄m,166,Triv.,no,,,b,NM,,HQ,1,419683,
1243,CLi6,R3̄m,166,Triv.,no,,,b,,,,1,670920,
1244,Li3In2,R3̄m,166,SM,no,,,,NM,,HQ,2,10051 659829,
1245,(B12C)C2,R3̄m,166,Triv.,no,,,,NM,,,1,612562,
1246,Ba2NiTeO6,R3̄m,166,TI,yes,Fig. 40,40,"k∗,b,s",AFM,,,1,25005,
1247,K2Li(AlF6),R3̄m,166,Triv.,no,,,"b,s",NM,,HQ,2,37250 408552,37250(k)
1248,Cs9Ni9F27,R3̄m,166,TI,yes,Fig. 40,40,"k,b,s",FM,,HQ,1,410393,
1249,In2Se3,R3̄m,166,SM,no,,,b,NM,,,5,17007 640489 640492 640498 640512,
1250,MnCl2,R3̄m,166,SM,no,,,b,FM,,HQ,1,33752,
1251,MnBr2,R3̄m,166,SM,no,,,b,FM,,HQ,1,67500,
1252,Ni7Y2,R3̄m,166,SM,no,,,k,FM,,,4,108650 647051 647060 647076,
1253,Cs2Cu3ZrF12,R3̄m,166,SM,no,,,"k,b,s",FM,,HQ,2,79114 182755,
1254,Cs2SnCu3F12,R3̄m,166,SM,no,,,"k,b,s",FM,,HQ,2,291388 291391,
1255,Cu3Zn(OH)6Cl2,R3̄m,166,SM,yes,Fig. 40,40,"k,b",FM,,HQ,1,425834,
1256,LiVO2,R3̄m,166,Triv.,no,,,,AFM,,,3,24594 202540 202541,
1257,KCrS2,R3̄m,166,SM,no,,,b,FM,,,3,25723 42406 42407,
1258,NaTiS2,R3̄m,166,SM,no,,,b,FM,,,1,26305,
1259,Cu(CrO2),R3̄m,166,SM,no,,,,AFM,SC∗,,11,26676 157800 163253 163254 163255 184467 189047 194151 194152 402290 670110,
1260,Ba2PCl,R3̄m,166,Triv.,no,,,,NM,,,1,28134,
1261,LiGaO2,R3̄m,166,Triv.,no,,,,NM,,,1,28388,
1262,RbScO2,R3̄m,166,Triv.,no,,,b,NM,,,1,31959,
1263,NaTiO2,R3̄m,166,SM,no,,,b,FM,,,1,43439,
1264,LiFeO2,R3̄m,166,SM,no,,,,FM,,HQ,3,51207 51759 78712,
1265,Ca2NCl,R3̄m,166,Triv.,yes,Fig. 40,40,b,NM,,HQ,2,62555 153101,
1266,Ca2NBr,R3̄m,166,Triv.,yes,Fig. 40,40,b,NM,,HQ,2,62556 153105,
1267,Na(RhO2),R3̄m,166,Triv.,no,,,,NM,,HQ,1,66280,
1268,NaTaN2,R3̄m,166,Triv.,no,,,,NM,,HQ,5,67346 67347 76382 190937 657406,
1269,NaNbN2,R3̄m,166,Triv.,no,,,,NM,,HQ,2,72557 657407,
1270,Na(FeO2),R3̄m,166,SM,no,,,,AFM,,HQ,4,75588 167376 167377 187705,
1271,NaVSe2,R3̄m,166,Triv.,no,,,,FM,,,1,77597,
1272,Sr2NCl,R3̄m,166,Triv.,no,,,,NM,,HQ,3,172595 172596 410769,
1273,Sr2NBr,R3̄m,166,Triv.,no,,,b,NM,,HQ,2,172600 172601,
1274,LiTiS2,R3̄m,166,SM,no,,,,FM,,HQ,2,189825 189826,
1275,Sr2NI,R3̄m,166,Triv.,no,,,b,NM,,HQ,1,240899,
1276,NaYO2,R3̄m,166,Triv.,no,,,,,,,1,291907,
1277,Na(VO2),R3̄m,166,Triv.,no,,,,AFM,,HQ,1,420137,
1278,KZrS2,R3̄m,166,SM,no,,,b,NM,,,1,641350,
1279,NaYSe2,R3̄m,166,Triv.,no,,,,NM,,,1,645037,
1280,Mg2Ni3Si,R3̄m,166,TI,yes,Fig. 40,40,k,NM,,,1,44926,
1281,Fe3S4,R3̄m,166,Triv.,no,,,,NM,,HQ,1,42537,
1282,Mg2Ni3P,R3̄m,166,SM,yes,Fig. 41,41,k,NM,,HQ,1,72409,
1283,K2Zr(BO3)2,R3̄m,166,Triv.,no,,,b,,,HQ,1,67982,
1284,K2Co(SeO3)2,R3̄m,166,SM,no,,,"k∗,b",AFM,,HQ,1,71536,
1285,Ba3Mn2O8,R3̄m,166,TI,no,,,k∗,AFM,,HQ,1,280045,
1286,K2Pt4Se6,R3̄m,166,Triv.,no,,,"k∗,b",NM,,HQ,1,69438,
1287,Rb2Pt3PtSe6,R3̄m,166,Triv.,no,,,"k∗,b",NM,,HQ,1,69439,
1288,Na4HgP2,R3̄m,166,Triv.,no,,,,NM,,HQ,1,67260,
1289,K4ZnP2,R3̄m,166,Triv.,yes,Fig. 41,41,,NM,,HQ,1,67261,
1290,K4HgP2,R3̄m,166,Triv.,yes,Fig. 41,41,b,NM,,HQ,1,67263,
1291,K4(BeP2),R3̄m,166,Triv.,yes,Fig. 41,41,b,NM,,HQ,1,300110,
1292,K4(BeAs2),R3̄m,166,Triv.,yes,Fig. 41,41,,NM,,HQ,1,300111,
1293,K4(CdAs2),R3̄m,166,Triv.,yes,Fig. 41,41,b,NM,,HQ,1,300190,
1294,K4(HgAs2),R3̄m,166,Triv.,yes,Fig. 41,41,,NM,,HQ,1,402573,
1295,K4ZnAs2,R3̄m,166,Triv.,yes,Fig. 41,41,,NM,,HQ,1,409919,
1296,Na2(Ti3Cl8),R3̄m,166,TI,yes,Fig. 42,42,"k,b",FM,,HQ,1,401026,
1297,NaN3,R3̄m,166,Triv.,no,,,,NM,,,3,1144 34267 34674,
1298,Cd(CN2),R3̄m,166,Triv.,no,,,,NM,,HQ,1,95264,
1299,Nb2S2C,R3̄m,166,TI,no,,,b,NM,,HQ,2,95110 95112,
1300,Nb3Br8,R3̄m,166,Triv.,yes,Fig. 42,42,,NM,,HQ,2,25766 421609,
1301,Nb3I8,R3̄m,166,Triv.,yes,Fig. 42,42,,NM,,HQ,1,25767,
1302,Co3Sn2S2,R3̄m,166,SM,yes,Fig. 42,42,"k,b,s",FM,,,11,5435 173760 173761 173762 173763 173764 195422 196310 426752 426753 624867,
1303,Co3In2S2,R3̄m,166,SM,no,,,"k,b,s",FM,,,3,5436 195432 423459,
1304,Co3InSnS2,R3̄m,166,Triv.,yes,Fig. 42,42,"k,b,s",NM,,,2,5437 425136,
1305,Rh3In2S2,R3̄m,166,SM,no,,,"k,b,s",NM,,,3,5439 420726 640339,
1306,Rh3InPbS2,R3̄m,166,SM,yes,Fig. 42,42,"k,b,s",NM,,,2,5440 640213,
1307,Rh3Pb2Se2,R3̄m,166,SM,no,,,"k,b,s",NM,,,2,5441 648427,
1308,Ni3Sn2S2,R3̄m,166,TI,no,,,"k,b,s",NM,,HQ,2,402458 674419,
1309,In2Ni3S2,R3̄m,166,TI,no,,,"k,b,s",NM,,HQ,1,415258,
1310,Rh3Sn2S2,R3̄m,166,SM,yes,Fig. 42,42,"k,b,s",NM,,HQ,1,420728,
1311,Tl2Ni3S2,R3̄m,166,TI,no,,,"k,b,s",NM,,HQ,1,422328,
1312,InSnCo3S2,R3̄m,166,SM,yes,Fig. 42,42,"k,b,s",,,HQ,1,425137,
1313,Ni3In2S2,R3̄m,166,TI,no,,,"k,b,s",NM,,,1,640134,
1314,Ni3Sn2S2,R3̄m,166,TI,no,,,"k,b,s",NM,,,2,646379 654948,
1315,Ni3Tl2S2,R3̄m,166,TI,no,,,"k,b,s",NM,,,1,646398,
1316,Rh3Tl2S2,R3̄m,166,SM,no,,,"k,b,s",NM,,,1,650236,
1317,B12P2,R3̄m,166,Triv.,yes,Fig. 43,43,,NM,,HQ,1,62748,
1318,B12As2,R3̄m,166,Triv.,yes,Fig. 43,43,,NM,,,1,62749,
1319,B6As,R3̄m,166,Triv.,yes,Fig. 43,43,,NM,,HQ,2,68151 107916,
1320,B6P,R3̄m,166,Triv.,yes,Fig. 43,43,,NM,,,2,615156 615157,
1321,Sr2N,R3̄m,166,SM,no,,,b,NM,,HQ,0,,
1322,Ca2N,R3̄m,166,SM,no,,,b,NM,,HQ,12,69016 410315 411612 414330 644701 90630 90631 90632 280526 410312 411417 414329,
1323,Rb2(OF3(HfF3)3),R3̄m,166,Triv.,no,,,,NM,,,1,95847,
1324,Rb2(OF3(ZrF3)3),R3̄m,166,Triv.,no,,,,NM,,,1,95848,
1325,TlGaO2,R3̄m,166,Triv.,yes,Fig. 43,43,"k,b,s",,,,1,33579,
1326,ZrCl,R3̄m,166,TI,no,,,,NM,,HQ,2,869 20145,
1327,YCl,R3̄m,166,Triv.,no,,,,FM,,HQ,2,30708 61107,
1328,SiO2,R3̄c,167,Triv.,no,,,"b,s",NM,,,3,170492 170514 170539,
1329,SiO2,R3̄c,167,SM,no,,,"b,s",,,,1,170515,
1330,AlH3,R3̄c,167,Triv.,no,,,"b,s",NM,,,0,,
1331,TiF3,R3̄c,167,SM,no,,,"b,s",FM,,,13,15225 165294 168162 182533 52159 52162 52165 67148 59966 59968 59969 59972 59973,
1332,CrF3,R3̄c,167,SM,no,,,"b,s",AFM,,HQ,0,,
1333,VF3,R3̄c,167,SM,no,,,"b,s",FM,,HQ,1,69167,
1334,CoF3,R3̄c,167,Triv.,no,,,"b,s",FM,,HQ,1,77618,
1335,Cs4(PbBr6),R3̄c,167,Triv.,no,,,"b,s",NM,,,2,25124 162158,
1336,NaCa3(IrO6),R3̄c,167,Triv.,no,,,"b,s",,,HQ,1,50169,
1337,Rb4PbBr6,R3̄c,167,Triv.,no,,,b,NM,,HQ,1,65300,
1338,Sr4IrO6,R3̄c,167,SM,no,,,"b,s",FM,,HQ,1,72926,
1339,Sr3ZnPtO6,R3̄c,167,Triv.,no,,,"b,s",NM,,HQ,2,81467 280519,
1340,Ca4(IrO6),R3̄c,167,SM,no,,,b,FM,,HQ,2,81902 280873,81902(s)
1341,Sr3Zn(IrO6),R3̄c,167,SM,no,,,"b,s",FM,,HQ,4,81903 82658 82659 82660,
1342,Sr3Cd(IrO6),R3̄c,167,SM,no,,,"b,s",FM,,HQ,1,81904,
1343,Sr3Mg(PtO6),R3̄c,167,Triv.,no,,,"b,s",NM,,HQ,2,84736 281299,
1344,Sr3Mg(IrO6),R3̄c,167,SM,no,,,"b,s",FM,,HQ,1,84737,
1345,Sr3(PbNiO6),R3̄c,167,Triv.,yes,Fig. 43,43,b,AFM,,HQ,6,152589 152590 152588 152591 152592 152593,152589(s) 152590(s) 152591(s) 152592(s) 152593(s)
1346,Sr3Cd(PtO6),R3̄c,167,Triv.,no,,,"b,s",NM,,HQ,1,280518,
1347,NaBa3IrO6,R3̄c,167,Triv.,no,,,b,FM,,HQ,1,405134,
1348,Li4OsH6,R3̄c,167,Triv.,no,,,"b,s",NM,,,1,638269,
1349,K8Tl11,R3̄c,167,SM,no,,,,NM,,,1,370009,
1350,Rb8Tl11,R3̄c,167,SM,no,,,,NM,,,1,370035,
1351,K3(B3O6),R3̄c,167,Triv.,no,,,,NM,,,1,16005,
1352,NaSn2(PO4)3,R3̄c,167,Triv.,no,,,b,NM,,,2,72218 72217,72218(s)
1353,LiZr2(AsO4)3,R3̄c,167,Triv.,no,,,"b,s",NM,,,7,190656 74741 74742 67241 74743 74744 74745,74741(b) 74742(b) 74743(b) 74744(b) 74745(b)
1354,Si3N4,P63,173,Triv.,no,,,,NM,,,9,74746 74747 74748 74749 74750 74751 74752 74753 74754,74746(b) 74747(b) 74748(b) 74749(b) 74750(b) 74751(b) 74752(b) 74753(b) 74754(b)
1355,Cs2(I4O11),P63,173,Triv.,no,,,b,,,,4,74755 77812 413942 420352,74755(b)
1356,Ca(Al2O4),P63,173,Triv.,no,,,b,NM,,,1,157457,
1357,Cs2(MoO3)3(SeO3),P63,173,Triv.,no,,,"k∗,b",NM,,,1,75473,
1358,(Cs2(SeO3))(WO3)3,P63,173,Triv.,no,,,"k∗,b,s",NM,,,1,80392,
1359,Rb2(MoO3)3(SeO3),P63,173,Triv.,no,,,"k∗,b",NM,,,1,167530,
1360,Cs2TeW3O12,P63,173,Triv.,no,,,"k∗,b,s",,,,1,429738,
1361,K(VO2)3(SeO3)2,P63,173,Triv.,no,,,"b,s",NM,,,1,81231,
1362,Rb(Se2V3O12),P63,173,Triv.,no,,,"b,s",NM,,,1,163600,
1363,Tl(Se2V3O12),P63,173,Triv.,no,,,"k∗,b,s",NM,,,1,163601,
1364,Cs(VO2)3(TeO3)2,P63,173,Triv.,no,,,"k∗,b,s",NM,,,1,411111,
1365,La3AlTiS7,P63,173,SM,yes,Fig. 43,43,b,FM,,,1,608322,
1366,La3AlVS7,P63,173,SM,yes,Fig. 43,43,b,FM,,,1,608323,
1367,La3BeTiS7,P63,173,SM,no,,,,FM,,,1,616310,
1368,KAl(SiO4),P63,173,Triv.,yes,Fig. 44,44,"b,s",NM,,HQ,1,34350,
1369,Ga9Tl3O2S13,P6̄,174,Triv.,no,,,b,NM,,HQ,1,61256,
1370,BaZn(BO3)F,P6̄,174,Triv.,yes,Fig. 44,44,b,NM,,HQ,2,248042 429814,
1371,BaAl(BO3)F2,P6̄,174,Triv.,no,,,b,,,,2,291434 409663,
1372,Pb7F12Br2,P6̄,174,Triv.,no,,,,NM,,HQ,1,92293,
1373,Ca7H12Cl2,P6̄,174,Triv.,no,,,,NM,,HQ,1,420927,
1374,La2ClB3,P6̄,174,SM,no,,,,NM,,HQ,1,417604,
1375,LiCd(BO3),P6̄,174,Triv.,no,,,b,NM,,HQ,2,20191 20835,
1376,Mg3F3(BO3),P63/m,176,Triv.,yes,Fig. 44,44,b,,,HQ,1,4226,
1377,BI3,P63/m,176,Triv.,no,,,,NM,SC,HQ,3,173375 28328 411463,
1378,NaCs2(C2N3)3,P63/m,176,Triv.,yes,Fig. 44,44,,NM,,,1,407809,
1379,Pb3Cd3(BO3)4,P63/m,176,Triv.,no,,,k,NM,,,1,422862,
1380,Cu2Bi2S3(AlCl4)2,P63/m,176,Triv.,no,,,"b,s",NM,,,1,428727,
1381,LiCa(AlH4)3,P63/m,176,Triv.,no,,,b,,,,1,670844,
1382,Li2RbCd(CO3)2F,P63/m,176,Triv.,no,,,b,NM,,HQ,1,710094,
1383,AgCd3Hf3F20,P63/m,176,SM,no,,,,NM,,,1,78893,
1384,Sc2(HPO3)3,P63/m,176,Triv.,no,,,b,NM,,,1,409724,
1385,Pb5(PO4)3F,P63/m,176,Triv.,no,,,,NM,,,4,20500 24236 30261 38118,24236(b) 30261(b) 38118(b)
