icsd,formula,space_group_number,space_group_symbol,point_group,material_id,curated_flatband,best_flatband,atomic_flatband,high_quality,topology_soc,topology_nosoc,superconductor,nonzero_magnetisation,theory_entry,n_electrons,structure_type,a,b,c,alpha,beta,gamma,n_kagome,n_pyrochlore,n_lieb,n_bipartite,n_split,materials_project,cif_file,cif_symmetry_ops
2114,As2 O3,227,Fd-3m,<i>m</i>-3<i>m</i>,2114,1,0,0,0,Trivial,Trivial,0,0,0,112,As2O3(cF80),11.074,11.074,11.074,90,90,90,0,0,0,10,0,https://materialsproject.org/materials/icsd/2114,cif/2114.cif,192
2136,Ni2 O4 Si1,227,Fd-3m,<i>m</i>-3<i>m</i>,2136,1,0,0,1,Trivial,ESFD (SM),0,0,0,96,Spinel-Al2MgO4,8.044,8.044,8.044,90,90,90,1,1,0,4,0,https://materialsproject.org/materials/icsd/2136,cif/2136.cif,192
2140,Bi3 Ca5,62,Pnma,<i>mmm</i>,2140,1,0,0,0,ES (SM),ESFD (SM),0,0,0,100,Yb5Sb3,12.722,9.666,8.432,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2140,cif/2140.cif,8
2174,F30 O6 Te7,148,R-3,-3,2174,0,0,1,0,Trivial,Trivial,0,0,0,288,,8.909,8.909,27.543,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/2174,cif/2174.cif,18
2232,Cu1 I2 O6,11,P21/m,2/<i>m</i>,2232,1,0,0,1,ESFD (SM),ESFD (SM),0,1,0,122,,4.9944,6.381,8.1915,90,92.08,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/2232,cif/2232.cif,4
2244,C1 H4 N1 Na1 O2,14,P21/c,2/<i>m</i>,830,1,0,0,0,Trivial,Trivial,0,0,0,104,,6.622,10.561,6.064,90,103.06,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2244,cif/2244.cif,4
2279,Ba3 Cu1 O9 Sb2,186,P63mc,6<i>mm</i>,2279,1,1,0,1,ESFD (SM),ESFD (SM),0,1,0,210,Ba3NiSb2O9,5.809,5.809,14.321,90,90,120,0,0,0,3,0,https://materialsproject.org/materials/icsd/2279,cif/2279.cif,12
2292,O5 Sb2 V1,15,C2/c,2/<i>m</i>,2292,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,90,SbVO5,18.03,4.8,5.497,90,94.58,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/2292,cif/2292.cif,8
2294,Ba1 Br1 F1,129,P4/nmm,4/<i>mmm</i>,1129,1,0,0,0,Trivial,Trivial,0,0,0,48,PbClF,4.5097,4.5097,7.4409,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2294,cif/2294.cif,16
2350,Ba1 Cl1 F1,129,P4/nmm,4/<i>mmm</i>,2350,0,0,1,0,Trivial,Trivial,0,0,0,48,PbClF,4.3939,4.3939,7.2248,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2350,cif/2350.cif,16
2379,H18 Cr1 F3 O9,146,R3,3,2379,0,0,1,0,ESFD (SM),ESFD (SM),0,1,0,99,,10.837,10.837,8.157,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/2379,cif/2379.cif,9
2381,Cs2 Cu1 N6 O12 Pb1,202,Fm-3,<i>m</i>-3,2381,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,135,K2PbCu(NO2)6,10.97,10.97,10.97,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2381,cif/2381.cif,96
2496,K2 O7 Zn6,102,P42nm,4<i>mm</i>,1120,1,0,0,0,Trivial,Trivial,0,0,0,264,K2Zn6O7,10.912,10.912,3.325,90,90,90,0,0,0,6,0,https://materialsproject.org/materials/icsd/2496,cif/2496.cif,8
2512,Li2 O4 S1,14,P21/c,2/<i>m</i>,58,1,0,0,1,Trivial,Trivial,0,0,0,128,,8.45,4.95,8.21,90,107.5,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/2512,cif/2512.cif,4
2523,O5 Te2,4,P21,2,2523,1,0,0,0,Trivial,Trivial,0,1,0,84,Te2O5,5.368,4.696,7.955,90,104.82,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/2523,cif/2523.cif,2
2537,H8 Al1 Cs1 N4,85,P4/n,4/<i>m</i>,2537,0,0,1,1,Trivial,Trivial,0,0,0,80,CsAl(NH2)4,7.579,7.579,5.375,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2537,cif/2537.cif,8
2538,H8 Al1 K1 N4,20,C2221,222,2538,0,0,1,1,Trivial,Trivial,0,1,0,80,,10,5.8,10.14,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2538,cif/2538.cif,8
2556,Ca1 O9 V4,85,P4/n,4/<i>m</i>,2556,1,0,0,1,SEBR (TI),ES (SM),0,0,0,152,CaV4O9,8.333,8.333,5.008,90,90,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/2556,cif/2556.cif,8
2582,Cl6 K2 Pt1,225,Fm-3m,<i>m</i>-3<i>m</i>,2582,1,0,0,1,Trivial,Trivial,0,0,0,70,K2PtCl6,9.751,9.751,9.751,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2582,cif/2582.cif,192
2583,Cl6 K2 Pt1,225,Fm-3m,<i>m</i>-3<i>m</i>,2582,1,0,0,1,Trivial,Trivial,0,0,0,70,K2PtCl6,9.751,9.751,9.751,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2583,cif/2583.cif,192
2590,Br3 Cr1 Cs1,186,P63mc,6<i>mm</i>,2590,1,0,0,1,ES (SM),ESFD (SM),0,1,0,72,CsCrBr3,7.588,7.588,6.506,90,90,120,0,0,0,5,0,https://materialsproject.org/materials/icsd/2590,cif/2590.cif,12
2618,H8 Cu1 F6 O4 Zr1,14,P21/c,2/<i>m</i>,2618,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,178,CuZrF6(H2O)4,5.691,10.03,7.592,90,103.53,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2618,cif/2618.cif,4
2625,Ba2 O4 Ti1,14,P21/c,2/<i>m</i>,2625,0,0,1,1,Trivial,Trivial,0,0,0,192,Ca2SiO4,6.096,7.681,10.545,90,92.99,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/2625,cif/2625.cif,4
2632,H4 Ca1 O8 P2,2,P-1,-1,2632,0,0,1,0,Trivial,Trivial,0,0,0,128,Ca(H2PO4)2,7.5577,8.2531,5.5504,109.87,93.68,109.15,0,0,0,0,0,https://materialsproject.org/materials/icsd/2632,cif/2632.cif,2
2633,H4 Ca1 O8 P2,2,P-1,-1,2632,0,0,1,0,Trivial,Trivial,0,1,0,128,Ca(H2PO4)2,7.5577,8.2531,5.5504,109.87,93.68,109.15,0,0,0,1,0,https://materialsproject.org/materials/icsd/2633,cif/2633.cif,2
2716,Br8 N4 P4,86,P42/n,4/<i>m</i>,2716,1,0,0,0,Trivial,Trivial,0,0,0,192,PNCl2,11.187,11.187,6.189,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2716,cif/2716.cif,8
2722,Cl4 K2 Pt1,123,P4/mmm,4/<i>mmm</i>,2722,1,0,0,1,Trivial,Trivial,0,0,0,56,K2PtCl4,7.0275,7.0218,4.1444,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/2722,cif/2722.cif,16
2723,Cl4 K2 Pd1,123,P4/mmm,4/<i>mmm</i>,2723,1,0,0,1,Trivial,Trivial,0,0,0,56,K2PtCl4,7.075,7.075,4.112,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2723,cif/2723.cif,16
2738,Bi1 Cl6 Cs2 Na1,225,Fm-3m,<i>m</i>-3<i>m</i>,2738,1,0,0,1,Trivial,Trivial,0,0,0,66,Elpasolite-K2NaAlF6,10.839,10.839,10.839,90,90,90,0,0,0,5,0,https://materialsproject.org/materials/icsd/2738,cif/2738.cif,192
2748,O4 S1 Sn1,62,Pnma,<i>mmm</i>,2748,1,0,0,0,Trivial,Trivial,0,0,0,136,Barite#-BaSO4,8.799,5.319,7.115,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2748,cif/2748.cif,8
2767,Cl16 Si6,219,F-43c,-43<i>m</i>,2767,0,0,1,0,Trivial,Trivial,0,1,0,272,Si3Cl8,17.344,17.344,17.344,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2767,cif/2767.cif,96
2772,H4 N2 O3,59,Pmmn,<i>mmm</i>,2772,0,0,1,0,Trivial,Trivial,0,0,0,64,NH4NO3(IV),5.745,5.438,4.942,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/2772,cif/2772.cif,8
2776,H10 Mg1 O9 S1,2,P-1,-1,2776,0,0,1,0,Trivial,Trivial,0,0,0,144,Pentahydrite-MgSO4(H2O)5,6.314,10.565,6.03,81.12,109.82,105.08,0,0,0,0,0,https://materialsproject.org/materials/icsd/2776,cif/2776.cif,2
2782,Br3 Cs1 Mn1,194,P63/mmc,6/<i>mmm</i>,2782,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,74,BaNiO3,7.609,7.609,6.52,90,90,120,0,0,0,5,0,https://materialsproject.org/materials/icsd/2782,cif/2782.cif,24
2822,Cu1 Na2 O12 P4,15,C2/c,2/<i>m</i>,2822,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,210,,9.398,13.304,7.717,90,95.62,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/2822,cif/2822.cif,8
2896,Cu1 O6 S2 Tl2,2,P-1,-1,2896,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,65,,5.4738,7.329,5.4717,111.638,123.57,88.019,0,0,0,2,0,https://materialsproject.org/materials/icsd/2896,cif/2896.cif,2
2900,H12 Co1 F6 O6 Si1,148,R-3,-3,2900,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,103,Co(H2O)6SiF6,9.358,9.358,9.712,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/2900,cif/2900.cif,18
4030,F6 Fe1 Na1 Rb2,225,Fm-3m,<i>m</i>-3<i>m</i>,4030,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,69,Elpasolite-K2NaAlF6,8.462,8.462,8.462,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/4030,cif/4030.cif,192
4031,Cl4 Tl2,88,I41/a,4/<i>m</i>,4031,1,0,0,1,Trivial,Trivial,0,0,0,68,Scheelite-CaWO4,6.9645,6.9645,15.528,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/4031,cif/4031.cif,16
4053,Cs2 F6 K1 Mo1,225,Fm-3m,<i>m</i>-3<i>m</i>,4053,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,75,Elpasolite-K2NaAlF6,9.21,9.21,9.21,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/4053,cif/4053.cif,192
4056,Cs2 F6 K1 Rh1,225,Fm-3m,<i>m</i>-3<i>m</i>,4056,0,0,1,0,Trivial,Trivial,0,0,0,78,Elpasolite-K2NaAlF6,9.049,9.049,9.049,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/4056,cif/4056.cif,192
4057,F6 Pb1 Pt1,166,R-3m,-3<i>m</i>,4057,0,0,1,0,Trivial,Trivial,0,0,0,56,BaSiF6,7.22,7.22,7.07,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/4057,cif/4057.cif,36
4065,Br5 Cs3 Fe1,140,I4/mcm,4/<i>mmm</i>,4065,0,0,1,0,ES (SM),ESFD (SM),0,0,0,140,Cs3CoCl5,9.6,9.6,15.35,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/4065,cif/4065.cif,32
4072,H12 Cu1 I4 N4,12,C2/m,2/<i>m</i>,4072,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,71,,14.172,8.926,6.558,90,128.65,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/4072,cif/4072.cif,8
4086,Cl1 Cr1 O1,59,Pmmn,<i>mmm</i>,4086,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,38,FeOCl,3.863,3.182,7.694,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/4086,cif/4086.cif,8
4106,O4 Pb3,135,P42/mbc,4/<i>mmm</i>,4106,1,0,0,0,Trivial,Trivial,0,0,0,144,Minium-Pb3O4,8.811,8.811,6.563,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/4106,cif/4106.cif,16
4110,O2 V1,136,P42/mnm,4/<i>mmm</i>,1504,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,34,Rutile-TiO2,4.5546,4.5546,2.8514,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/4110,cif/4110.cif,16
4138,K3 O4 V1,121,I-42m,-42<i>m</i>,4138,0,0,1,0,Trivial,Trivial,0,0,0,56,K3VO4,5.93,5.93,8.11,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/4138,cif/4138.cif,16
4164,Al1 O4 W1,12,C2/m,2/<i>m</i>,4164,0,0,1,1,Trivial,Trivial,0,0,0,66,CrPS4,9.069,5.705,4.541,90,92.29,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/4164,cif/4164.cif,8
4169,Ba2 Mn1 O6 Re1,225,Fm-3m,<i>m</i>-3<i>m</i>,4169,1,1,0,0,Trivial,Trivial,0,0,0,70,Elpasolite-K2NaAlF6,8.166,8.166,8.166,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/4169,cif/4169.cif,192
4199,Co1 K1 O2,122,I-42d,-42<i>m</i>,4199,1,0,0,0,ES (SM),Trivial,0,1,0,60,KCoO2(tP16),5.71,5.71,7.29,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/4199,cif/4199.cif,16
4215,K3 O9 S3 Sb7,173,P63,6,4215,0,0,1,0,Trivial,Trivial,0,1,0,268,,14.256,14.256,5.621,90,90,120,0,0,0,3,0,https://materialsproject.org/materials/icsd/4215,cif/4215.cif,6
4226,B1 F3 Mg3 O3,176,P63/m,6/<i>m</i>,4226,1,1,0,1,Trivial,Trivial,0,0,0,96,,8.827,8.827,3.085,90,90,120,0,0,0,2,0,https://materialsproject.org/materials/icsd/4226,cif/4226.cif,12
4240,C1 Cl2 O3 Pb2,127,P4/mbm,4/<i>mmm</i>,4240,0,0,1,0,Trivial,Trivial,0,0,0,176,Pb2Cl2CO3,8.16,8.16,8.883,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/4240,cif/4240.cif,16
4255,Be1 K1 O4 P1,33,Pna21,<i>mm</i>2,4255,0,0,1,0,Trivial,Trivial,0,0,0,160,KNiPO4,8.3,8.47,5,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/4255,cif/4255.cif,4
4263,O8 P2 Pb3,15,C2/c,2/<i>m</i>,4263,0,0,1,1,Trivial,Trivial,0,0,0,140,Pb3(PO4)2,13.81,5.71,9.31,90,102.4,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/4263,cif/4263.cif,8
4287,As2 Cu1 O4,135,P42/mbc,4/<i>mmm</i>,4287,1,1,0,1,ESFD (SM),ESFD (SM),0,0,0,180,Minium-Pb3O4,8.592,8.592,5.573,90,90,90,0,0,0,6,0,https://materialsproject.org/materials/icsd/4287,cif/4287.cif,16
4288,H6 N1 Na3 O10 S2,36,Cmc21,<i>mm</i>2,4288,0,0,1,0,Trivial,Trivial,0,0,0,172,,14.234,11.052,5.8607,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/4288,cif/4288.cif,8
4326,I1 O5 Rb3,52,Pnna,<i>mmm</i>,4326,0,0,1,0,Trivial,Trivial,0,0,0,256,,8.588,8.766,9.343,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/4326,cif/4326.cif,8
4327,Cu1 I2 O6,4,P21,2,4327,1,0,0,1,ES (SM),ESFD (SM),0,1,0,122,Cu(IO3)2,5.56902,5.11098,9.26976,90,95.82,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/4327,cif/4327.cif,2
4335,Al1 O4 Rb1 Si1,33,Pna21,<i>mm</i>2,4335,1,0,0,0,Trivial,Trivial,0,1,0,160,KNiPO4,9.226,5.337,8.741,90,90,90,0,0,0,4,0,https://materialsproject.org/materials/icsd/4335,cif/4335.cif,4
4403,F6 K3 Mo1,225,Fm-3m,<i>m</i>-3<i>m</i>,4403,0,0,1,1,ESFD (SM),ESFD (SM),0,0,0,75,Elpasolite-K2NaAlF6,8.7839,8.7839,8.7839,90,90,90,0,0,0,1,0,https://materialsproject.org/materials/icsd/4403,cif/4403.cif,192
4432,Na2 O3 S1,147,P-3,-3,4432,1,0,0,0,Trivial,Trivial,0,0,0,52,Na2SO3,5.4587,5.4587,6.1792,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/4432,cif/4432.cif,6
4451,Ba2 O8 Si2 Ti1,100,P4bm,4<i>mm</i>,4451,1,0,0,0,Trivial,Trivial,0,1,0,160,Ba2TiOSi2O7,8.518,8.518,5.211,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/4451,cif/4451.cif,8
4459,Fe1 O4 Sb2,135,P42/mbc,4/<i>mmm</i>,4459,1,0,0,1,Trivial,Trivial,0,0,0,168,Minium-Pb3O4,8.59,8.59,5.913,90,90,90,0,0,0,3,0,https://materialsproject.org/materials/icsd/4459,cif/4459.cif,16
5007,Al1 F6 Li1 Mg1,150,P321,32,5007,1,0,0,0,Trivial,Trivial,0,1,0,144,,8.315,8.315,4.252,90,90,120,0,0,0,2,0,https://materialsproject.org/materials/icsd/5007,cif/5007.cif,6
5036,Bi1 I1 O1,129,P4/nmm,4/<i>mmm</i>,5036,1,0,0,0,Trivial,Trivial,0,0,0,36,PrOI,4.01,4.01,9.14,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5036,cif/5036.cif,16
5037,Cl1 F1 Pb1,129,P4/nmm,4/<i>mmm</i>,5037,1,0,0,0,Trivial,Trivial,0,0,0,36,PbClF,4.09,4.09,7.21,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5037,cif/5037.cif,16
5038,Br1 F1 Pb1,129,P4/nmm,4/<i>mmm</i>,5038,1,0,0,0,Trivial,Trivial,0,0,0,36,PbClF,4.18,4.18,7.59,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5038,cif/5038.cif,16
5218,Mg2 O6 Si2,14,P21/c,2/<i>m</i>,5218,0,0,1,0,Trivial,Trivial,0,0,1,192,,9.7,8.4,4.85,90,109.47,90,0,0,0,2,0,https://materialsproject.org/materials/icsd/5218,cif/5218.cif,4
5257,Fe1 Si2,123,P4/mmm,4/<i>mmm</i>,5257,1,0,0,1,SEBR (TI),ES (SM),0,0,0,16,FeSi2,2.696,2.696,5.147,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5257,cif/5257.cif,16
5258,Fe1 Si2,123,P4/mmm,4/<i>mmm</i>,5258,1,0,0,0,NLC (TI),ES (SM),0,0,0,16,FeSi2,2.725,2.725,5.202,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5258,cif/5258.cif,16
5270,F2 Pb1,225,Fm-3m,<i>m</i>-3<i>m</i>,5270,1,0,0,0,Trivial,Trivial,0,0,0,18,Fluorite-CaF2,5.9306,5.9306,5.9306,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5270,cif/5270.cif,192
5271,F2 Pb1,225,Fm-3m,<i>m</i>-3<i>m</i>,5270,1,0,0,0,Trivial,Trivial,0,0,0,18,Fluorite-CaF2,5.9397,5.9397,5.9397,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5271,cif/5271.cif,192
5284,C10 H16,114,P-421c,-42<i>m</i>,5284,0,0,1,0,Trivial,Trivial,0,0,0,112,,6.6,6.6,8.81,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5284,cif/5284.cif,8
5326,H4 Fe1 Ge3 O10 Pb1,11,P21/m,2/<i>m</i>,5326,0,0,1,0,Trivial,Trivial,0,1,0,176,CaAl2Si2O7(OH)2H2O(HP),5.8279,13.615,6.3097,90,127.314,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5326,cif/5326.cif,4
5391,C2 H30 Mg1 O18 S2,148,R-3,-3,5391,0,0,1,0,Trivial,Trivial,0,0,0,160,,9.2715,9.2715,21.1298,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/5391,cif/5391.cif,18
5418,Cr1 P1,62,Pnma,<i>mmm</i>,5418,1,0,0,0,ES (SM),ESFD (SM),0,0,0,44,MnP,5.35,3.13,6,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5418,cif/5418.cif,8
5431,B2 Fe1 Mo2,127,P4/mbm,4/<i>mmm</i>,5431,1,0,0,0,ES (SM),ESFD (SM),0,0,0,52,U3Si2,6.115,6.115,3.433,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/5431,cif/5431.cif,16
5435,Co3 S2 Sn2,166,R-3m,-3<i>m</i>,5435,1,1,0,0,ESFD (SM),ESFD (SM),0,0,0,47,Ni3Pb2S2,5.38,5.38,13.19,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/5435,cif/5435.cif,36
5436,Co3 In2 S2,166,R-3m,-3<i>m</i>,5436,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,45,Ni3Pb2S2,5.32,5.32,13.64,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/5436,cif/5436.cif,36
5437,Co3 In1 S2 Sn1,166,R-3m,-3<i>m</i>,5437,1,1,0,0,Trivial,Trivial,0,0,0,46,Ni3Pb2S2,5.3,5.3,13.46,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/5437,cif/5437.cif,36
5439,In2 Rh3 S2,166,R-3m,-3<i>m</i>,5439,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,45,Ni3Pb2S2,5.6,5.6,13.61,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/5439,cif/5439.cif,36
5440,In1 Pb1 Rh3 S2,166,R-3m,-3<i>m</i>,5440,1,1,0,0,ES (SM),ESFD (SM),0,0,0,46,Ni3Pb2S2,5.62,5.62,13.69,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/5440,cif/5440.cif,36
5441,Pb2 Rh3 Se2,166,R-3m,-3<i>m</i>,5441,1,0,0,0,ESFD (SM),ESFD (SM),0,0,0,47,Ni3Pb2S2,5.8,5.8,13.92,90,90,120,1,0,0,3,0,https://materialsproject.org/materials/icsd/5441,cif/5441.cif,36
6010,C9 Fe2 O9,176,P63/m,6/<i>m</i>,6010,0,0,1,0,Trivial,Trivial,0,0,0,212,Fe2(CO)9,6.436,6.436,16.123,90,90,120,0,0,0,6,0,https://materialsproject.org/materials/icsd/6010,cif/6010.cif,12
6011,C4 Co1 O4 Tl1,198,P213,23,6011,0,0,1,0,Trivial,Trivial,0,1,0,208,TlCo(CO)4,8.869,8.869,8.869,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6011,cif/6011.cif,12
6027,Al1 F6 K2 Na1,225,Fm-3m,<i>m</i>-3<i>m</i>,6027,1,1,0,1,Trivial,Trivial,0,0,0,64,Elpasolite-K2NaAlF6,8.118,8.118,8.118,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6027,cif/6027.cif,192
6031,F11 I2 Sb2,5,C2,2,6031,0,0,1,1,ESFD (SM),ESFD (SM),0,1,0,101,,13.283,8.314,5.571,90,103.75,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6031,cif/6031.cif,4
6035,Cs2 F6 K1 Ti1,225,Fm-3m,<i>m</i>-3<i>m</i>,6035,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,73,Elpasolite-K2NaAlF6,9.124,9.124,9.124,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6035,cif/6035.cif,192
6036,Cs2 F6 Fe1 Tl1,225,Fm-3m,<i>m</i>-3<i>m</i>,6036,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,71,Elpasolite-K2NaAlF6,9.211,9.211,9.211,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6036,cif/6036.cif,192
6037,Co1 Cs2 F6 K1,225,Fm-3m,<i>m</i>-3<i>m</i>,6037,0,0,1,0,Trivial,Trivial,0,0,0,78,Elpasolite-K2NaAlF6,8.979,8.979,8.979,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6037,cif/6037.cif,192
6038,Ba1 F6 Rh1,166,R-3m,-3<i>m</i>,6038,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,61,BaSiF6,7.379,7.379,7.211,90,90,120,0,0,0,0,0,https://materialsproject.org/materials/icsd/6038,cif/6038.cif,36
6039,Cs2 F6 K1 Ni1,225,Fm-3m,<i>m</i>-3<i>m</i>,6039,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,79,Elpasolite-K2NaAlF6,8.936,8.936,8.936,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6039,cif/6039.cif,192
6058,Cl6 K2 Sn1,225,Fm-3m,<i>m</i>-3<i>m</i>,604,1,1,0,1,Trivial,Trivial,0,0,0,64,K2PtCl6,9.9818,9.9818,9.9818,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6058,cif/6058.cif,192
6063,Br4 K2 Pt1,123,P4/mmm,4/<i>mmm</i>,6063,1,0,0,1,Trivial,Trivial,0,0,0,56,K2PtCl4,7.35,7.35,4.326,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6063,cif/6063.cif,16
6070,As2 Cs2 F8 O2,14,P21/c,2/<i>m</i>,6070,1,0,0,1,Trivial,Trivial,0,0,0,192,K2As2F8O2,5.177,6.534,14.002,90,95.7,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6070,cif/6070.cif,4
6085,C6 Cr1 Cs2 Li1 N6,225,Fm-3m,<i>m</i>-3<i>m</i>,6085,0,0,1,0,ESFD (SM),ESFD (SM),0,0,0,79,Cs2LiCo(CN)6,10.78,10.78,10.78,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6085,cif/6085.cif,192
6086,C6 Cs2 Fe1 Mg1 N6,225,Fm-3m,<i>m</i>-3<i>m</i>,6086,0,0,1,0,Trivial,Trivial,0,0,0,82,Cs2LiCo(CN)6,10.446,10.446,10.446,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6086,cif/6086.cif,192
6109,O6 Pb1 V2,62,Pnma,<i>mmm</i>,6109,1,0,0,0,Trivial,Trivial,0,0,0,200,PbV2O6,9.771,3.684,12.713,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6109,cif/6109.cif,8
6178,C1 O3 Pb1,62,Pnma,<i>mmm</i>,6178,1,0,0,1,Trivial,Trivial,0,0,0,104,Aragonite-CaCO3(oP20),5.18,8.492,6.134,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6178,cif/6178.cif,8
6179,C1 Cu1 O3,8,Cm,<i>m</i>,6179,0,0,1,0,ESFD (SM),ESFD (SM),0,1,0,33,,6.092,4.493,3.515,90,101.34,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6179,cif/6179.cif,4
6183,Ca1 Cu1 K2 N6 O12,69,Fmmm,<i>mmm</i>,6183,1,0,0,1,ESFD (SM),ESFD (SM),0,0,0,133,K2SrCu2(NO2)6,10.743,10.325,10.318,90,90,90,0,0,0,0,0,https://materialsproject.org/materials/icsd/6183,cif/6183.cif,32
